FeedbackId,MentorshipId,MenteeProfileId,MentorProfileId,Rating,Comment,CreatedAt
2273,212,2348,395,5,The mentorship environment is so suportive and ful of real knowledge.,2025-06-11 00:00:00
2274,943,4693,361,5,المينتور بطل وربي، بسط لنا مفاهيم البرمجه المعقده باسلوب خورافي,2025-05-13 00:00:00
2275,2621,2961,256,3,المواعيد بتغير كتير وده بيخليني مش عارف ارتب يومي بجد مع الكورس,2025-09-20 00:00:00
2276,2544,1869,541,3,انا في نص الكورس دلوقتي وحاس ان الرود ماب طويله بزياده اوي,2025-05-13 00:00:00
2277,101,3445,1402,5,التاسكات بتخليك تستخدم Git و GitHub من اول يوم وده متاز,2025-07-20 00:00:00
2278,2400,2490,1022,4,تجربه الـ Group Project خلتني اتعلم ازاي اشتغل مع تيم بجد,2025-03-26 00:00:00
2279,1484,4416,141,5,السيشن الايف كانت تفاعليه جداً وكلنا شاركنا فيها,2025-09-23 00:00:00
2280,944,4693,232,5,المينتور بيشرح الـ Database باسلوب يخليك تحبها وتفهمها ميه ميه,2024-08-31 00:00:00
2281,1087,4406,1228,4,المواعيد كانت منظمه لدرجه انا مضعناش ولا سيشن واحده طول الكورس,2026-02-05 00:00:00
2282,2039,2354,361,3,"The mentorship is fine for basics, but skip it if you're loking for advanced.",2025-06-14 00:00:00
2283,2837,5322,230,5,التاسكات بتعلمنا ازاي نكتب Reusable Code وده فرق معايا جداً,2025-12-31 00:00:00
2284,2038,1601,1357,5,المينتور ده في حته تانيه خالص، شرحه لـ Architecture انضف من كورسات Udemy,2024-05-02 00:00:00
2285,1425,3097,281,5,The mentor is a subject mater expert with incredible teaching skils.,2025-08-19 00:00:00
2286,716,5478,1294,3,المينتور شاطر بس مش بيوصل المعلومه بطريقتي,2024-07-11 00:00:00
2287,3187,1664,1478,4,السيشنز مسجله وجودتها خرافيه والصوت واضح جداً,2024-06-02 00:00:00
2288,1176,2093,1048,5,السيشنز الايف دايماً فيها زتونه الشغل الحقيقي الي مش موجوده في الكتب,2025-02-26 00:00:00
2289,3209,3747,140,5,المينتور بيعلمنا ازاي نستخدم الـ Debuger كانا بروفيشينالز في المجال,2024-12-26 00:00:00
2290,97,2429,1360,4,الرود ماب دسمه جداً بس المينتور مقسمها بطريقه تخليك متهنجش,2025-02-25 00:00:00
2291,449,4579,1400,5,المينتور فنان في اختيار المشاريع، بجد استفدت جداً من خبرته,2025-06-04 00:00:00
2292,68,2903,1022,5,I am halfway through and I finaly learned how to build scalable aps.,2025-03-04 00:00:00
2293,2046,3423,720,3,Just finished! It’s a god overview of the tech stack but you stil ned more study.,2024-04-19 00:00:00
2294,1068,3622,1041,5,السيشنز الايف دايما فيها معلومات من المطبخ مفيش حد بيقولها بره,2026-01-27 00:00:00
2295,927,2217,385,3,انا في نص المينتورشيب والحين احس المجهود المطلوب صار اكبر,2025-07-05 00:00:00
2296,2526,3659,70,5,المنصه خفيفه جداً والـ Dashboard بتشجع الواحد يكمل مذاكره,2025-08-12 00:00:00
2297,2291,4057,336,5,المينتور بيدينا معلومات من ارض الواقع مش بس كتب,2025-06-23 00:00:00
2298,2758,1503,923,3,كنسلت المينتورشيب لاني وجدت مصدراً اخر More flexible لوقتي,2025-07-06 00:00:00
2299,1942,5214,395,3,انا في نص الطريق، المينتورشيب مفيده بس محتاجه تنظيم في مواعيد السيشن,2025-07-14 00:00:00
2300,2897,3509,832,5,الرود ماب واضحه وكل اسبوع ليه هدف محد بنوصله في الاخر,2025-11-12 00:00:00
2301,827,1774,1159,5,احسن حاجه ان المينتورشيب مجانيه وبتقدم Premium content بجد,2026-01-18 00:00:00
2302,2664,2292,1063,3,الشرح ماشي مع الـ Documentation بالظبط ومفيش فيه ابداع شخصي ملموس,2024-11-07 00:00:00
2303,2223,3070,1325,5,المينتور بيشرح الـ API Integration باسلوب متع جداً وسهل الاستيعاب,2025-12-23 00:00:00
2304,93,1768,1080,5,الـ Roadmap دي خلتني اعرف طريقي في الـ Carer صح,2025-01-11 00:00:00
2305,892,3954,1498,4,الـ Mentor بيدينا tips من خبرته في الشركات الكبيره بتفرق معانا جداً,2025-11-15 00:00:00
2306,1297,3917,583,5,المينتور متابعنا واحد واحد وبينادينا باسامينا في السيشن,2025-11-18 00:00:00
2307,544,4985,1360,5,لو عايز توفر علي نفسك سنين توهان، المينتور ده هو الحل الامثل ليك,2025-09-30 00:00:00
2308,1467,5288,392,3,The sesions are informative but the schedule often clashes with my work.,2026-02-01 00:00:00
2309,1774,3267,923,3,"The mentor is okay, but I’m stil waiting for the wow factor to kick in.",2025-05-27 00:00:00
2310,3285,3740,833,5,كنت فاكره المينتورشيب سبوبه، بس لما شفت المجهود غيرت راي تماماً,2025-07-27 00:00:00
2311,60,2762,1428,4,لسه مخلص والـ Mentor ساعدني اعمل Impresive GitHub profile,2025-11-01 00:00:00
2312,2974,1612,647,5,الكورس ده كان بمثابه طوق نجاه ليا وسط توهان المجالات كتير,2025-11-27 00:00:00
2313,245,5473,1215,3,My workload suddenly doubled and I can't manage both,2025-07-29 00:00:00
2314,274,2829,938,5,"The mentor is very generous with his time, staying late to answer us.",2025-07-12 00:00:00
2315,2715,5145,546,3,المينتور دايماً بيقول ان اهم حاجه هي الـ Problem Solving قبل الكود,2025-05-23 00:00:00
2316,1172,5140,1095,4,لسه مخلص المينتورشيب وحاس اني بنيت قاعده تقنيه صلبه جداً,2025-05-07 00:00:00
2317,2531,3432,200,3,المواعيد صباحيه وده مخليني بضطر اشوف السيشنز مسجله دايماً,2026-03-16 00:00:00
2318,2467,3873,1228,5,المينتور متواضع جداً رغم انه تقيل اوي في مجاله وبجد فخور اني معاه,2026-02-04 00:00:00
2319,3221,1512,392,4,السيشنز مش مجرد شرح، دي دردشه تقنيه بتفتح مداركنا جداً,2026-01-28 00:00:00
2320,305,5012,922,5,الرود ماب دي مختصر مفيد لكل الي كنت محتاج اعرفه في الـ DevOps,2025-05-31 03:41:30
2321,1056,5465,938,5,السيشنز زحمه وتقرف، بس الاسءله الي بتسال فيها بتفتح مدارك رهيبه,2025-12-04 00:00:00
2322,1675,5005,827,3,الشرح يتبع الـ Docs بدقه، مفيش Creativity في حل المشكلات,2025-06-22 00:00:00
2323,1922,1631,319,5,بجد الرود ماب دي هي الي خلتني واثق جداً وانا في الـ Technical Interview,2026-01-27 00:00:00
2324,745,1812,1149,4,The mentor has a great way of breaking down large projects into tasks.,2026-01-15 00:00:00
2325,3316,4079,361,5,انا في نص المينتورشيب ومبسوط جداً بالتجربه، المينتور قمه في الذكاء,2025-04-26 00:00:00
2326,2646,3691,313,5,The roadmap is so practical. Every task fels like a real ticket in a software company.,2025-08-03 00:00:00
2327,412,1600,583,5,الكود كان بيضرب مني كتير، بس المينتور علمني ازاي احب الـ Bugs,2025-09-28 00:00:00
2328,1632,5383,976,5,تجربه التعلم متعه جداً ومحستش بلحظه مل طول الكورس,2025-01-29 00:00:00
2329,976,2163,637,3,كنسلت المينتورشيب لان الـ Roadmap كانت دسمه جداً ومحتاجه تفرغ تام,2025-12-12 00:00:00
2330,1141,3245,357,5,لسه مخلص المينتورشيب دي وبجد هي احسن حاجه حصلت لي السنه دي,2025-08-03 00:00:00
2331,2191,5023,236,1,المينتور بيفقد اعصابه لو حد طلب منه يعيد نقطه معينه مش واضحه لينا,2025-10-17 00:00:00
2332,118,3977,1069,3,كنسلت المينتورشيب لان المواعيد اتغيرت كذا مره ومبقتش مناسبه لظروفي,2025-11-20 00:00:00
2333,1828,4982,807,4,الرود ماب دي بوصله حقيقيه لاي حد تايه في مجال الـ Tech,2025-08-02 00:00:00
2334,349,1670,815,5,المينتور بيدينا خلاصه خبرته في التعامل مع الـ Clients والمشاكل,2025-08-26 00:00:00
2335,2961,2111,407,5,The mentor’s sneak peks into real company repos were so col to se.,2025-11-08 00:00:00
2336,1585,2753,123,4,The mentor is so suportive; he treats our bugs as his own problems.,2026-01-19 00:00:00
2337,1291,3555,405,3,حد يعرف المينتور ده خبرته كم سنه في مجال الـ Software Enginering؟,2024-07-30 00:00:00
2338,2834,5026,877,3,المينتورشيب جيده ولكن المينتور يفتقد لمهارات الـ Public speaking,2025-12-24 00:00:00
2339,824,4417,119,5,السيشنز الايف فيها Value مرعبه، المينتور بيكود قدامنا بجد,2026-02-25 00:00:00
2340,291,4495,1239,5,مكنتش متخيل اني هفهم الـ Backend بالبساطه دي,2025-11-16 09:36:39
2341,480,3941,1337,3,"The mentor’s voice is very monotone, which makes the 3-hour sesions quite tiring.",2025-06-01 00:00:00
2342,3144,4875,497,5,بجد المينتور بروفيشينال جداً في التعامل وفي الشرح,2025-09-28 00:00:00
2343,278,2404,1307,3,لسه مخلص، المينتورشيب مفيده بس محتاجه مجهود شخصي جبار بجانب السيشنز,2024-07-15 00:00:00
2344,442,4768,1149,5,انا في نص المينتورشيب والحين بديت اطبق الي تعلمته في شغلي,2025-10-03 00:00:00
2345,758,4663,1312,4,انا في نص المينتورشيب وبجد متن جداً لمينتور علي دقه الملاحظه,2025-05-15 00:00:00
2346,1455,4065,258,3,انا في نص الطريق وبديت احس بضغط التاسكات والديدلاينز اوي,2025-09-05 00:00:00
2347,920,3959,1378,5,الرود ماب متحدثه باخر التكنولوجيز المطلوبه في السوق حالياً,2025-10-12 00:00:00
2348,1508,2080,1374,3,انا في نص الكورس، المينتور كويس بس بيكر نفس الامثله دايماً,2025-06-20 00:00:00
2349,177,4694,69,5,لسه مخلص والـ Mentor بجد نعم الاستاذ، خايف علي مصلحتنا اكتر منا,2025-10-23 00:00:00
2350,1664,3123,1381,5,لسه مخلص وحاس اني مستعد لسوق بفضل مشاريع المينتور العمليه جداً,2025-03-13 00:00:00
2351,3176,3860,383,5,"Being halfway through, I can say this is the best carer move I've made.",2025-09-10 00:00:00
2352,875,2591,517,4,انا في نص الطريق وحاس اني بكتب كود Clean & Maintainable,2024-07-30 00:00:00
2353,3035,3486,411,4,لسه مخلص وبجد الرود ماب الي المينتور عملها هي الي وصلتني لوظيفه,2025-12-27 00:00:00
2354,739,4494,1118,4,لسه مخلص المينتورشيب وحاس اني مستعد جداً لاول انترفيو في حياتي,2024-04-23 00:00:00
2355,2033,3300,614,3,انا في نص الطريق، استفدت بس الـ Fedback علي التاسكات بيجي متاخر,2025-10-02 00:00:00
2356,2994,1768,340,4,انا في نص الكورس دلوقتي وبقول لاي حد مترد ادخل وانت مغمض,2025-11-30 00:00:00
2357,339,2699,426,4,لسه مخلص والـ Mentor كان دايماً متاح لرد علي استفساراتنا بضمير,2024-10-09 00:00:00
2358,2874,5442,1291,4,انا في نص الطريق وحاس اني لقيت المعلم الي كنت بدور عليه,2025-11-10 00:00:00
2359,183,2353,81,5,لسه مخلص وبجد المينتور موسوعه ماشيه علي الارض في الشرح,2025-09-18 00:00:00
2360,2421,3593,385,5,لسه مخلص والـ portfolio بتاعي بقي فيه مشاريع تقيله بجد بفضل المينتور,2025-05-21 00:00:00
2361,2287,1731,1095,4,Halfway through and I've already started a frelance gig using the tech stack from the roadmap.,2025-06-14 00:00:00
2362,2137,4880,867,5,لسه مخلص وبجد المينتورشيب دي هي احسن حاجه عملتها في حياتي المهنيه,2024-12-09 00:00:00
2363,1435,1637,1360,5,I’m halfway through and I’m hoked! I can't stop coding now.,2025-09-16 00:00:00
2364,770,3302,865,5,I’m halfway through and I’m hoked! I can't stop coding now.,2025-11-28 00:00:00
2365,2615,4867,579,4,انا لسه في الاسبوع الثاني من المينتورشيب وبحضر السيشنز بانتظام,2025-08-22 00:00:00
2366,3127,5459,519,5,انا في نص الطريق وبدات اطبق الي اتعلمته في مشاريع حقيقيه لوحدي,2026-01-31 00:00:00
2367,1688,3682,800,3,Halfway through; it’s an okayish experience but could be faster.,2025-12-27 00:00:00
2368,1054,4939,107,4,I am halfway through and the mentorship structure is very profesional.,2025-08-06 00:00:00
2369,2525,3659,999,3,It’s the 6th wek and the roadmap is just average; nothing to special so far.,2025-08-26 00:00:00
2370,663,5422,385,3,الرود ماب تقليديه بس بتغطي المطلوب، لسه مخلصها وحاس اني استفدت,2025-08-10 00:00:00
2371,3104,2174,656,5,لسه مخلص وبجد المينتورشيب دي هي احسن حاجه عملتها في حياتي المهنيه,2025-12-04 00:00:00
2372,1833,2678,1498,4,I’m halfway through and I can finaly speak fluent dev. No more confusion.,2025-11-10 00:00:00
2373,178,4996,1258,3,انا في نص الطريق والتاسكات بدات تبقي دش مجهود مش اكتر,2025-06-22 00:00:00
2374,447,1948,833,5,لسه مخلص والـ Mentor ساعدني اعمل Strong Profesional Brand,2025-08-03 00:00:00
2375,2716,5145,892,5,لسه مخلص وحاس اني اتطورت في الـ CS Architecture بشكل مرعب بجد,2025-04-23 00:00:00
2376,3079,3011,1004,2,انا في نص الطريق والمينتور بيسمع لينا بس مش دايماً بينفذ اقتراحاتنا,2025-01-14 00:00:00
2377,2228,2776,173,2,المينتور وضح ان المينتورشيب دي مش بتعلم لغه بس لكن بتعلم Software Design,2025-03-30 00:00:00
2378,147,5409,676,5,لسه مخلص وحاس اني بقيت افهم الـ Philosophy وراء الكود,2025-03-30 00:00:00
2379,846,4144,156,5,انا دلوقتي في الاسبوع العاشر، والمينتور لسه بيبهرنا بـ Real-life cases,2025-09-28 00:00:00
2380,403,3126,233,4,انا في نص الكورس، المينتور كويس بس بيكر نفس الامثله دايماً,2025-11-16 00:00:00
2381,3186,3239,23,4,I am halfway through and the mentorship structure is very profesional.,2025-09-27 00:00:00
2382,2126,2348,96,4,لسه مخلص والحين الـ CV حقي صار فيه مشاريع تبيض الوجه,2025-11-23 00:00:00
2383,1564,5181,799,3,لسه مخلص، المينتورشيب بتديك الاساسيات وانت لازم تعافر لوحدك بعد كده,2025-07-29 00:00:00
2384,2871,3573,1162,2,"Halfway through and I fel the program is just okay—nothing more, nothing les.",2025-08-20 00:00:00
2385,2007,2668,783,1,Halfway through and the roadmap is outdated as heck. Avoid it.,2025-11-06 00:00:00
2386,1579,4202,529,5,انا في نص المينتورشيب وبجد المينتور بيفتح عيونا علي حاجات مكنتش اعرفها,2025-12-10 00:00:00
2387,507,5426,919,4,I am halfway through and I finaly learned how to think like a dev.,2025-08-12 00:00:00
2388,1807,3392,575,4,انا في نص الطريق وحاس اني بكتب كود انضف بكتير من الي كنت بكتبه,2025-05-15 00:00:00
2389,3289,2591,1450,5,انا في نص المينتورشيب وبجد متن جداً لمينتور علي مجهوده الجبار معانا,2025-10-04 00:00:00
2390,2079,4259,535,2,Halfway through and the mentorship is just midle of the road for me.,2025-09-26 00:00:00
2391,2819,3181,1374,2,لسه مخلص المينتورشيب والـ Fedback كان كلمه واحده Wrong من غير شرح,2024-11-20 00:00:00
2392,2194,2420,710,5,لسه مخلص المينتورشيب وحاس اني Profesional Developer بجد,2025-04-22 00:00:00
2393,2318,4567,583,5,انا في نص المينتورشيب وبجد مستوايا في الـ Logic زاد 180 درجه,2025-10-11 00:00:00
2394,2968,2996,614,4,Halfway through; I’ve learned a lot but the time comitment is much higher than promised.,2025-10-03 00:00:00
2395,3310,2048,656,4,انا دلوقتي في نص المينتورشيب وحاس بتغير جذري في طريقه تفكيري,2026-01-28 00:00:00
2396,2275,2130,169,3,انا في نص الكورس دلوقتي وحاس بعض البطء في الـ Fedback بتاع التاسكات,2025-11-08 00:00:00
2397,2755,5327,94,3,Halfway through and the mentor's presence is just there—not very impactful.,2025-10-06 00:00:00
2398,2165,5047,311,3,انا في نص الطريق، المينتورشيب مقبوله بس مش مبهره زي ما كنت متوقع,2025-12-28 00:00:00
2399,1324,4273,1029,5,لسه مخلص والـ Mentor ساعدني اعمل Impresive GitHub profile,2025-08-02 00:00:00
2400,949,1676,93,5,لسه مخلص المينتورشيب وحاس اني بقيت Senior في تفكيري بفضل المينتور,2025-09-24 00:00:00
2401,1946,1943,1045,5,انا في نص الطريق وبدات اعمل Code Refactoring لشغلي القديم بذكاء,2025-12-18 00:00:00
2402,1546,4396,1450,3,المينتورشيب دي بتعلمنا ازاي نعمل Code Review لبعض باحترافيه,2025-11-02 00:00:00
2403,1948,1921,1305,5,انا دلوقتي في نص المينتورشيب ومستمتع جداً بكل كلمه المينتور بيقولها,2025-08-04 00:00:00
2404,2357,2319,149,2,انا في نص الطريق وحاس اني اتخميت في الاعلان بتاع الكورس ده,2026-01-20 00:00:00
2405,3103,3463,1402,4,مكنتش متخيل ان الـ Regex مكن تشرح بالبساطه والسهوله دي,2025-07-10 00:00:00
2406,3291,2524,1022,5,لسه مخلص وبقول لكل الناس: المينتورشيب دي نقطه تحول في حياتي,2025-06-19 00:00:00
2407,2574,2003,13,5,التاسكات بتعلمنا ازاي نفكر في الـ Edge Cases قبل ما نكتب كود,2025-02-28 00:00:00
2408,916,3897,52,5,انا في نص الطريق والمينتورشيب دي فعلاً بتقدم محتوي تقني دسم جداً,2025-09-05 00:00:00
2409,3051,3886,128,5,Halfway through and the growth mindset here is just contagious.,2024-12-17 00:00:00
2410,3302,3762,1082,5,انا في نص المينتورشيب وحاس بفرق كبير في سرعه كتابتي لكود,2025-11-26 00:00:00
2411,3070,5142,885,3,المواعيد كانت مقبوله بس النت عند المينتور كان بيقطع في نص السيشن,2025-07-30 00:00:00
2412,2528,4454,517,4,الرود ماب مضغوطه، بس ميزتها انها بتعلمك الالتزام تحت ضغط,2024-07-26 00:00:00
2413,356,1991,547,5,لسه مخلص وبجد المينتور ده قدوه لكل واحد عايز ينجح في المجال,2025-10-12 00:00:00
2414,2851,4946,1397,4,انا في نص المينتورشيب وبجد متن جداً لفرصه المجانيه العظيمه دي,2025-09-12 00:00:00
2415,2210,3318,1022,1,انا في نص المينتورشيب وحزين علي وقتي الي ضاع في كلام فاضي,2025-10-28 00:00:00
2416,474,4151,680,3,انا دلوقتي في نص الكورس، الردود تاتي متاخره بعض الشيء Slow response,2024-10-08 00:00:00
2417,830,4105,550,5,لسه مخلص مشروع التخرج وبجد فخور بالي وصلت له مع المينتور ده,2025-09-11 00:00:00
2418,2404,4317,620,5,انا في نص المينتورشيب وبجد مستوايا في الـ Logic زاد 180 درجه,2024-10-04 00:00:00
2419,140,1951,549,4,لسه مخلص وحاس اني بقيت افهم الزتونه بتاعه اي تكنولوجي بسرعه,2025-12-09 00:00:00
2420,1639,2597,999,5,Halfway through and I can finaly navigate a large codebase without feling completely lost.,2025-11-02 00:00:00
2421,596,4386,310,5,Halfway through and I’ve learned more here than in a year of self-study.,2025-08-22 00:00:00
2422,2155,5150,1053,4,I’m halfway through and I’ve already built thre functional web aps.,2024-05-03 00:00:00
2423,1477,2251,1396,4,Halfway through and I can finaly navigate a large codebase without feling completely lost.,2025-12-25 00:00:00
2424,749,4623,657,5,انا في نص الطريق وبجد المينتور بيضيف لنا Value مش موجوده بره,2024-10-22 00:00:00
2425,3145,3563,541,5,لسه مخلص والـ Mentor ساعدني اظبط الـ Portfolio بمشاريع من ارض الواقع,2025-05-15 00:00:00
2426,2296,2932,777,5,انا دلوقتي في نص الطريق وبجد الـ Hands-on experience هنا خرافيه,2025-10-12 00:00:00
2427,1758,4360,709,4,انا دلوقتي في نص المينتورشيب وحاس بفرق كبير جداً في مستوي تفكيري,2026-01-28 00:00:00
2428,2480,4436,1093,5,لسه مخلص وحاس اني جاهز لسوق بسب المشاريع العمليه الي عملناها,2025-09-07 00:00:00
2429,2112,3534,53,5,I’m halfway through and I can’t thank the mentor enough for his patience.,2025-05-15 00:00:00
2430,2427,4743,555,5,انا في نص المينتورشيب ومبسوط جداً بالتجربه، المينتور قمه في الذكاء,2025-09-23 00:00:00
2431,2031,1560,569,4,لسه مخلص وبقول لكل ربعي: المينتورشيب ذي لا تفوتكم ابد,2025-11-17 00:00:00
2432,650,2426,1461,5,الرود ماب متحدثه باخر التكنولوجيز المطلوبه في السوق حالياً,2025-07-17 00:00:00
2433,1017,1633,273,3,انا في نص المينتورشيب، المواعيد ثابته بس بتبقي To late بجد,2024-04-03 00:00:00
2434,536,4114,402,5,I am halfway through and I finaly learned how to think like a dev.,2025-09-02 00:00:00
2435,2511,4143,281,5,انا في نص الكورس والمينتور بيعمل لنا Live Coding بيفتح مداركنا,2024-11-17 00:00:00
2436,2798,3636,830,5,لسه مخلص وحاس اني Job-ready بجد بفضل توجيهات المينتور,2025-09-20 00:00:00
2437,197,1666,1107,4,I’m halfway through and I can finaly read profesional code easily.,2025-09-14 00:00:00
2438,1897,5045,109,1,لسه مخلص المينتورشيب والـ Fedback كان كلمه واحده Wrong من غير شرح,2025-10-16 00:00:00
2439,2056,4508,922,4,انا في نص المينتورشيب دلوقتي وبجد كميه المعلومات الي خدتها خرافيه,2024-11-10 00:00:00
2440,2850,2729,734,4,انا في نص الطريق وبدات اعمل Code Refactoring لشغلي القديم بذكاء,2025-09-07 00:00:00
2441,1892,4137,1378,5,انا في نص الطريق وبدات اعمل Code Refactoring لشغلي القديم بذكاء,2025-06-27 00:00:00
2442,77,3825,696,4,انا في نص المينتورشيب وبجد متن جداً، دي احسن من كورسات بوقت,2025-10-03 00:00:00
2443,1562,2097,1407,1,انا في نص المينتورشيب وحاس اني بكلم نفسي، محدش بيرد ع الاسءله,2025-12-19 00:00:00
2444,1882,3750,799,2,انا في نص الكورس دلوقتي والمينتور بيفقد اعصابه لو حد ساله سءال بسيط,2025-06-27 00:00:00
2445,1347,1573,1294,4,المينتور بيعرف يحتوي الطالب الي لسه بيبدا ومبيحسوش انه جاهل,2025-06-25 00:00:00
2446,3246,2584,109,4,انا في نص الكورس دلوقتي وبقول لاي حد مترد ادخل وانت مغمض,2025-09-23 00:00:00
2447,970,3952,599,5,انا في نص الطريق وبقول لصحابي: ادخلوا المينتورشيب دي وانتم مغمضين,2026-01-04 00:00:00
2448,2495,4618,1286,3,المواعيد كانت مقبوله بس النت عند المينتور كان بيقطع في نص السيشن,2025-05-28 00:00:00
2449,1657,2339,1149,3,انا في نص المينتورشيب وشايفه ان المعلومات الي فيها دقيقه جداً,2025-12-03 00:00:00
2450,1334,3581,1174,3,انا في نص الطريق، المينتورشيب مفيده بس التنظيم محتاج Level up,2025-01-30 00:00:00
2451,2728,3031,889,2,انا في نص الكورس دلوقتي والمينتور اسلوبه مستفز جداً وبينفرنا من المجال,2025-05-18 00:00:00
2452,1018,2413,610,5,لسه مخلص والـ Mentor ساعدني افهم ازاي الـ Data Flow بيتم بجد,2025-10-10 00:00:00
2453,1469,4211,504,5,Halfway through and I’m already mentoring others using the principles I learned here.,2024-07-11 00:00:00
2454,3298,4306,709,3,انا في نص الطريق، الشرح مقبول بس المواعيد محتاجه تكون منظمه اكتر من كده,2025-12-31 00:00:00
2455,192,4910,301,4,احلي حاجه ان المينتور بيحكي لنا مواقف حصلت معاه في الشغل بتعلمنا كتير,2025-02-17 00:00:00
2456,181,2563,1250,3,انا في نص الطريق، المينتورشيب مفيده بس محتاجه تنظيم في مواعيد السيشن,2025-11-27 21:38:02
2457,1438,2704,732,5,I am halfway through and the mentorship is a total blast!,2025-12-25 00:00:00
2458,1755,3528,489,5,لسه مخلص والـ CV بتاعي بقي فيه مشاريع تملي العين بفضل المينتور,2025-09-24 00:00:00
2459,1937,4532,1107,4,Halfway through and I have a very neutral view of the mentor's style.,2025-08-02 00:00:00
2460,2592,5256,229,5,لسه مخلص والـ Mentor ساعدني اظبط الـ CV بتاعي بجد شابوه ليه,2024-12-13 00:00:00
2461,78,1713,816,3,انا دلوقتي في نص المينتورشيب وحاس ان الرود ماب محتاجه تنظيم اكتر,2024-08-17 00:00:00
2462,1264,3054,1095,4,Halfway through and I'm already comfortable using Docker and Kubernetes in my personal projects.,2025-03-14 00:00:00
2463,590,5493,1498,5,لسه مخلص وبجد المينتورشيب دي كانت The best decision خدته,2025-12-23 00:00:00
2464,729,4319,879,4,انا في نص المينتورشيب وحاس بفرق كبير في سرعه كتابتي لكود,2025-12-29 00:00:00
2465,3066,3859,149,3,Halfway through and I’m stil questioning the depth of the technical content.,2025-01-15 00:00:00
2466,564,3914,1307,5,لسه مخلص وحاس اني جاهز لسوق بسب المشاريع العمليه الي عملناها,2024-11-03 00:00:00
2467,2013,5061,978,4,انا في نص الطريق وبنصح الكل يدخل المينتورشيب دي بجد فرصه,2025-10-15 00:00:00
2468,2645,1783,785,1,الكورس طويل جداً وكان ممكن يتقدم في نص الوقت.,2025-06-15 00:00:00
2469,2166,5179,1114,4,انا في نص الطريق وبقول لكل: المينتورشيب دي احسن استثمار لوقتك,2024-10-01 00:00:00
2470,2623,2940,1078,5,I am halfway through and the mentorship has exceded al my expectations.,2025-12-20 00:00:00
2471,1148,2029,583,4,انا في نص الطريق وحاس اني بدات افكر Senior mindset فعلاً,2025-08-13 00:00:00
2472,2785,2661,1310,1,انا دلوقتي في نص المينتورشيب وحاس اني اتخميت في الاعلان بتاعها بجد,2025-05-05 00:00:00
2473,3281,4139,923,5,I'm halfway through and I already fel more competent than I did after four years of colege.,2025-07-19 00:00:00
2474,1679,2611,1430,1,انا دلوقتي في نص الكورس وحاس ان المينتور مش مهتم بينا خالص بجد,2025-10-07 00:00:00
2475,2523,4958,832,5,لسه مخلص وبجد المينتورشيب دي هي احسن حاجه عملتها في حياتي المهنيه,2025-12-09 00:00:00
2476,1539,2126,151,3,I am halfway through; the tasks are okay but I expected more creativity.,2025-09-23 00:00:00
2477,130,1711,1206,4,I’m halfway through and I’m already geting interview cals. It works!,2025-12-24 09:28:39
2478,621,2563,735,5,لسه مخلص والـ Mentor ساعدني اعمل Impresive GitHub profile,2024-05-22 00:00:00
2479,532,2484,1295,5,لسه مخلص وبقولكم: المينتور ده هيخلي الـ CV بتاعكم ينطق لوحده,2024-10-13 00:00:00
2480,2760,2242,1359,5,Halfway through and the logic is finaly clicking. I’m so hyped!,2024-10-31 00:00:00
2481,909,2109,889,2,لسه مخلص والـ Mentor بيكلمنا من فوق وبجد الاسلوب ده وحش جداً,2025-05-29 00:00:00
2482,3213,4197,564,5,I’m halfway through and I’m hoked! I can't stop coding now.,2026-02-03 00:00:00
2483,2608,3694,922,5,لسه مخلص وبجد المينتور موسوعه ماشيه علي الارض في الشرح,2025-01-23 00:00:00
2484,202,3019,1248,3,انا دلوقتي في نص المينتورشيب وبدات احس بعض المل من طول المنهج,2025-06-20 01:58:58
2485,786,1807,616,5,I am halfway through and my technical skils have improved a lot.,2025-07-31 00:00:00
2486,1082,2209,1295,5,لسه مخلص والـ Mentor كان دايماً متاح لرد علي اي سءال تقني وقف قدامنا,2024-10-19 00:00:00
2487,2203,5470,1159,4,"Halfway through and I’ve already replaced my mesy code with clean, SOLID principles.",2025-12-02 00:00:00
2488,2570,3125,1210,2,I am halfway through; the tasks are okay but I expected more interaction.,2025-10-01 00:00:00
2489,2353,1529,627,5,عاش بجد احسن تجربه تعلم مريت بيها لحد دلوقتي,2026-01-20 00:00:00
2490,98,5299,336,4,لسه مخلص وحاس اني بقيت بفكر كمبرمج مش مجرد بكتب كود وخلاص,2025-08-15 00:00:00
2491,2204,2479,149,5,لسه مخلص والـ portfolio بتاعي بقي فيه مشاريع تقيله بجد بفضل المينتور,2026-01-07 00:00:00
2492,3190,5364,877,4,Halfway through and I’m already comfortable with the advanced modules.,2025-11-07 00:00:00
2493,2711,2110,331,2,انا في نص المينتورشيب وبشوف ان توزيع الوقت بين النظري والعملي معقول,2025-07-27 00:00:00
2494,2846,5158,845,3,انا في نص الطريق وحاس ان المينتورشيب دي محتاجه حد يكون فاهم اساسيات,2025-12-11 00:00:00
2495,2443,3205,1112,5,انا في نص الطريق وحاس اني بكتب كود انضف بكتير من الي كنت بكتبه,2025-06-09 00:00:00
2496,2364,2031,588,5,I’m halfway through and I’m already recomending it to my coleagues.,2025-08-25 00:00:00
2497,2548,4246,140,2,التاسكات مكره وحاس اني مش بتعلم اي جديد خالص,2024-12-12 00:00:00
