post_id,technology_id,required_experience_level
1919,130,intermediate
1919,128,none
1920,80,beginner
1920,77,advanced
1920,76,beginner
1921,94,intermediate
1921,90,beginner
1921,95,none
1922,80,intermediate
1922,77,none
1922,76,none
1923,90,beginner
1923,94,none
1923,95,none
1924,35,none
1924,33,beginner
1924,32,beginner
1925,35,beginner
1925,29,none
1925,32,beginner
1926,29,none
1926,33,beginner
1926,35,none
1927,28,beginner
1927,25,none
1927,24,beginner
1928,11,none
1928,20,intermediate
1928,18,beginner
1929,24,beginner
1929,22,intermediate
1930,24,none
1931,22,none
1931,24,intermediate
1932,56,beginner
1933,124,beginner
1933,127,beginner
1933,126,beginner
1934,110,none
1934,114,beginner
1934,115,none
1935,127,beginner
1935,124,intermediate
1935,126,none
1936,149,beginner
1936,147,none
1937,147,none
1937,149,beginner
1938,149,beginner
1938,147,advanced
1939,53,none
1939,48,none
1940,48,beginner
1941,144,none
1941,141,none
1941,142,none
1942,136,intermediate
1942,139,beginner
1943,142,none
1943,143,beginner
1943,144,advanced
1944,55,beginner
1944,49,beginner
1944,56,none
1945,3,none
1945,8,none
1945,4,none
1946,49,none
1946,56,beginner
1946,55,beginner
1947,13,beginner
1947,19,beginner
1947,16,intermediate
1948,131,none
1948,128,beginner
1948,129,none
1949,139,beginner
1949,138,none
1949,135,none
1950,66,beginner
1950,68,none
1950,67,beginner
1951,66,intermediate
1951,70,beginner
1951,67,none
1952,75,advanced
1952,73,none
1952,72,beginner
1953,70,intermediate
1953,67,intermediate
1953,65,intermediate
1954,75,none
1954,72,beginner
1954,73,intermediate
1955,78,intermediate
1955,80,none
1955,79,intermediate
1956,151,none
1956,154,beginner
1956,150,none
1957,146,intermediate
1957,148,beginner
1958,151,intermediate
1958,153,none
1958,150,intermediate
1959,149,beginner
1959,146,none
1959,148,none
1960,150,none
1960,152,intermediate
1960,154,intermediate
1961,96,intermediate
1961,99,none
1961,97,none
1962,79,none
1962,78,none
1962,77,none
1963,98,none
1963,103,beginner
1963,99,none
1964,125,none
1965,106,intermediate
1965,105,none
1965,109,intermediate
1966,122,intermediate
1966,121,none
1966,120,intermediate
1967,125,none
1967,127,none
1967,126,none
1968,124,none
1968,127,intermediate
1968,125,beginner
1969,127,intermediate
1969,124,none
1969,125,beginner
1970,108,intermediate
1970,106,beginner
1971,106,beginner
1971,108,advanced
1972,97,none
1972,96,intermediate
1972,101,advanced
1973,60,advanced
1973,57,none
1973,61,beginner
1974,96,beginner
1974,101,none
1974,97,none
1975,101,none
1975,96,beginner
1975,97,intermediate
1976,110,beginner
1976,111,none
1976,112,none
1977,106,advanced
1977,109,beginner
1977,104,beginner
1978,112,none
1978,111,none
1978,110,none
1979,46,beginner
1979,37,none
1979,44,none
1980,23,none
1980,22,beginner
1981,56,intermediate
1981,52,none
1982,52,none
1982,56,intermediate
1983,98,intermediate
1983,103,none
1983,96,beginner
1984,85,none
1984,81,beginner
1984,86,none
1985,81,beginner
1985,85,none
1985,86,none
1986,85,beginner
1986,86,none
1986,81,none
1987,41,none
1987,36,intermediate
1987,40,beginner
1988,8,none
1988,4,beginner
1989,53,intermediate
1989,54,beginner
1989,51,beginner
1990,59,none
1990,63,none
1990,57,beginner
1991,90,none
1991,94,beginner
1992,90,intermediate
1993,59,none
1993,57,advanced
1993,63,beginner
1994,23,none
1994,28,beginner
1995,38,none
1995,44,none
1995,47,intermediate
1996,33,beginner
1997,102,none
1997,103,intermediate
1997,99,beginner
1998,90,beginner
1998,94,advanced
1998,95,none
1999,94,beginner
1999,89,intermediate
1999,95,beginner
2000,92,none
2000,93,none
2000,89,none
2001,87,beginner
2001,82,none
2001,86,beginner
2002,82,intermediate
2002,86,beginner
2002,87,beginner
2003,84,beginner
2003,82,none
2003,86,beginner
2004,80,intermediate
2004,77,none
2004,76,beginner
2005,76,beginner
2005,77,intermediate
2005,80,none
2006,2,intermediate
2006,5,intermediate
2006,8,none
2007,2,none
2007,1,none
2007,8,none
2008,49,beginner
2008,48,none
2008,53,beginner
2009,8,advanced
2009,1,intermediate
2009,2,none
2010,107,none
2010,109,intermediate
2010,106,beginner
2011,107,none
2011,105,none
2011,106,intermediate
2012,26,beginner
2012,23,beginner
2013,20,none
2013,17,none
2013,18,beginner
2014,65,intermediate
2014,69,advanced
2014,66,none
2015,100,none
2015,103,intermediate
2015,97,none
2016,72,intermediate
2016,74,beginner
2016,73,beginner
2017,69,intermediate
2017,66,none
2017,65,beginner
2018,74,none
2018,73,intermediate
2018,72,none
2019,25,advanced
2019,24,intermediate
2019,26,beginner
2020,25,beginner
2020,24,beginner
2020,26,beginner
2021,48,beginner
2021,56,beginner
2021,54,beginner
2022,30,beginner
2022,31,none
2022,34,none
2023,30,none
2023,34,none
2023,31,beginner
2024,57,intermediate
2024,64,beginner
2025,121,none
2025,123,intermediate
2025,122,advanced
2026,122,none
2026,123,none
2026,121,beginner
2027,105,none
2027,104,beginner
2027,106,beginner
2028,71,none
2028,75,beginner
2028,73,beginner
2029,86,intermediate
2029,85,none
2029,84,none
2030,75,none
2030,73,none
2030,72,beginner
2031,84,advanced
2031,86,none
2031,85,beginner
2032,85,none
2032,84,intermediate
2032,83,none
2033,126,none
2033,125,beginner
2033,127,none
2034,75,none
2034,73,beginner
2034,74,beginner
2035,30,beginner
2035,33,none
2036,54,none
2036,56,beginner
2036,53,none
2037,2,none
2037,3,none
2037,1,beginner
2038,33,beginner
2038,30,advanced
2039,21,none
2039,13,advanced
2039,10,none
2040,72,beginner
2041,94,none
2041,89,beginner
2041,95,intermediate
2042,81,beginner
2042,84,none
2042,86,none
2043,74,beginner
2043,72,advanced
2044,11,beginner
2044,14,beginner
2044,19,advanced
2045,89,beginner
2045,90,none
2045,94,beginner
2046,94,none
2046,89,beginner
2046,90,none
2047,54,advanced
2047,52,beginner
2047,49,beginner
2048,33,none
2048,34,intermediate
2048,31,none
2049,40,none
2049,37,advanced
2049,38,none
2050,80,beginner
2050,77,advanced
2050,78,beginner
2051,36,none
2051,46,none
2051,37,none
2052,56,none
2052,53,none
2052,48,beginner
2053,28,intermediate
2053,22,advanced
2053,23,none
2054,22,beginner
2054,28,beginner
2054,25,beginner
2055,78,intermediate
2055,76,beginner
2056,72,none
2056,73,none
2056,71,beginner
2057,78,none
2057,76,beginner
2058,93,beginner
2058,89,beginner
2058,94,beginner
2059,58,none
2059,59,beginner
2059,60,beginner
2060,57,beginner
2060,58,advanced
2060,60,none
2061,79,none
2061,80,none
2061,76,none
2062,103,advanced
2062,102,none
2062,98,intermediate
2063,136,none
2063,137,beginner
2063,139,beginner
2064,151,beginner
2064,152,intermediate
2065,135,none
2065,140,none
2065,139,beginner
2066,59,intermediate
2066,60,intermediate
2066,61,beginner
2067,73,none
2067,72,beginner
2067,71,none
2068,7,beginner
2068,5,beginner
2069,7,beginner
2069,5,none
2070,58,none
2070,59,none
2070,60,beginner
2071,58,beginner
2071,59,none
2071,60,none
2072,97,beginner
2072,96,none
2072,101,none
2073,71,beginner
2073,72,advanced
2074,110,beginner
2074,114,beginner
2074,115,intermediate
2075,126,beginner
2075,124,none
2076,110,none
2076,115,intermediate
2076,111,beginner
2077,126,none
2077,124,none
2078,42,none
2078,38,none
2078,47,advanced
2079,30,intermediate
2079,31,none
2080,54,intermediate
2080,53,none
2080,49,none
2081,34,intermediate
2081,33,beginner
2081,32,none
2082,31,none
2082,33,none
2082,34,none
2083,53,beginner
2083,48,none
2083,49,intermediate
2084,48,beginner
2084,54,beginner
2084,49,none
2085,25,none
2085,22,none
2085,23,beginner
2086,31,beginner
2086,32,none
2086,34,none
2087,33,beginner
2087,31,none
2087,34,none
2088,35,none
2088,31,none
2088,33,none
2089,70,intermediate
2089,68,beginner
2089,66,none
2090,24,beginner
2090,22,beginner
2091,31,beginner
2091,34,beginner
2091,32,advanced
2092,32,none
2092,31,none
2092,34,beginner
2093,154,none
2093,150,intermediate
2093,151,beginner
2094,131,none
2094,130,beginner
2095,151,none
2095,154,none
2095,150,none
2096,139,beginner
2096,136,intermediate
2096,138,beginner
2097,135,none
2097,136,none
2097,138,beginner
2098,41,intermediate
2098,36,intermediate
2099,56,beginner
2099,55,beginner
2099,54,none
2100,27,advanced
2100,25,intermediate
2100,23,none
2101,41,advanced
2101,36,none
2102,23,beginner
2102,25,none
2102,27,beginner
2103,59,advanced
2103,58,none
2103,60,none
2104,59,none
2104,60,none
2104,57,advanced
2105,60,none
2105,59,none
2105,58,none
2106,97,none
2106,103,none
2106,99,beginner
2107,56,none
2107,49,beginner
2107,53,beginner
2108,8,none
2108,9,none
2108,1,none
2109,8,intermediate
2109,9,intermediate
2109,1,beginner
2110,11,none
2110,13,beginner
2110,21,none
2111,45,beginner
2111,44,intermediate
2111,40,beginner
2112,45,none
2112,40,beginner
2112,42,none
2113,115,advanced
2113,114,none
2114,114,beginner
2114,115,none
2115,117,none
2115,118,beginner
2115,119,none
2116,107,beginner
2116,104,beginner
2116,109,none
2117,121,intermediate
2117,122,none
2117,120,beginner
2118,44,none
2118,37,none
2118,40,none
2119,33,beginner
2119,29,beginner
2119,32,none
2120,44,beginner
2120,37,none
2120,40,beginner
2121,31,none
2121,29,beginner
2121,33,none
2122,85,intermediate
2122,88,none
2122,86,beginner
2123,118,none
2123,119,none
2123,117,beginner
2124,119,beginner
2124,116,none
2124,118,none
2125,23,none
2125,26,beginner
2125,24,none
2126,23,none
2126,26,beginner
2126,24,beginner
2127,22,intermediate
2127,23,advanced
2127,28,beginner
2128,20,intermediate
2128,17,beginner
2129,9,none
2129,8,none
2129,1,beginner
2130,5,beginner
2130,9,intermediate
2130,1,beginner
2131,5,beginner
2131,8,beginner
2131,9,none
2132,5,none
2132,1,none
2132,8,none
2133,6,none
2133,3,beginner
2133,1,beginner
2134,6,none
2134,1,none
2134,3,none
2135,1,beginner
2135,6,none
2135,3,none
2136,6,intermediate
2136,1,beginner
2136,3,none
2137,25,intermediate
2137,28,none
2138,118,advanced
2138,116,none
2138,117,beginner
2139,114,none
2139,111,beginner
2139,112,beginner
2140,110,none
2140,112,intermediate
2140,113,none
2141,118,beginner
2141,119,intermediate
2141,116,none
2142,99,none
2142,96,beginner
2142,97,none
2143,97,none
2143,99,advanced
2143,96,beginner
2144,99,none
2144,96,intermediate
2144,97,none
2145,82,intermediate
2145,84,beginner
2145,85,none
2146,85,beginner
2146,86,beginner
2146,84,advanced
2147,71,none
2147,75,none
2147,73,none
2148,71,beginner
2148,75,none
2148,73,beginner
2149,73,none
2149,72,advanced
2149,75,beginner
2150,54,none
2150,51,none
2150,49,beginner
2151,16,none
2151,20,beginner
2152,33,intermediate
2152,32,beginner
2152,34,none
2153,33,advanced
2153,34,beginner
2153,32,none
2154,16,beginner
2155,121,none
2155,123,none
2155,122,beginner
2156,20,none
2156,17,none
2156,14,none
2157,14,intermediate
2157,20,none
2157,11,beginner
2158,20,none
2158,14,none
2158,11,none
2159,44,beginner
2160,1,beginner
2160,7,beginner
2160,8,none
2161,47,advanced
2162,7,none
2162,8,beginner
2162,1,beginner
2163,1,intermediate
2163,3,beginner
2163,4,advanced
2164,32,intermediate
2164,31,none
2164,35,none
2165,32,intermediate
2165,35,none
2165,31,none
2166,8,intermediate
2166,1,beginner
2166,4,intermediate
2167,86,intermediate
2167,81,none
2168,86,none
2168,81,none
2169,147,none
2169,148,beginner
2169,146,beginner
2170,129,none
2170,131,none
2170,134,beginner
2171,148,beginner
2171,146,none
2171,149,none
2172,128,beginner
2172,130,none
2172,134,beginner
2173,80,intermediate
2173,78,none
2173,76,beginner
2174,78,none
2174,80,intermediate
2175,48,none
2175,56,intermediate
2175,51,none
2176,31,advanced
2176,29,beginner
2176,33,none
2177,48,none
2177,52,beginner
2178,41,advanced
2178,37,none
2178,36,beginner
2179,9,none
2179,6,beginner
2179,1,intermediate
2180,54,beginner
2180,56,beginner
2180,53,none
2181,6,none
2181,3,beginner
2181,8,beginner
2182,10,none
2182,21,beginner
2182,18,none
2183,18,intermediate
2183,14,beginner
2183,13,none
2184,21,intermediate
2184,10,none
2184,18,none
2185,35,beginner
2185,31,none
2185,30,advanced
2186,114,beginner
2186,113,none
2187,114,none
2187,113,none
2188,64,none
2188,57,none
2188,59,beginner
2189,59,beginner
2189,64,none
2189,57,beginner
2190,72,intermediate
2190,73,beginner
2190,71,beginner
2191,59,advanced
2191,64,beginner
2191,57,none
2192,70,none
2192,67,none
2192,66,beginner
2193,65,intermediate
2193,69,none
2193,66,none
2194,73,advanced
2194,74,none
2195,60,none
2195,57,intermediate
2195,59,beginner
2196,89,intermediate
2196,91,beginner
2196,94,none
2197,91,beginner
2197,89,beginner
2197,94,none
2198,89,none
2198,91,none
2198,94,none
2199,38,none
2199,39,none
2199,36,intermediate
2200,2,beginner
2200,1,beginner
2200,5,beginner
2201,38,intermediate
2201,39,beginner
2201,37,none
2202,147,intermediate
2202,149,none
2202,146,none
2203,38,advanced
2203,44,none
2203,43,beginner
2204,48,beginner
2204,52,beginner
2204,54,none
2205,57,beginner
2205,59,none
2205,60,beginner
2206,96,beginner
2206,97,intermediate
2206,101,beginner
2207,57,none
2207,59,none
2207,60,beginner
2208,60,none
2208,59,none
2208,62,intermediate
2209,8,intermediate
2209,3,beginner
2209,6,none
2210,24,none
2210,28,none
2210,23,beginner
2211,23,none
2211,28,none
2211,24,intermediate
2212,23,beginner
2212,24,none
2212,27,intermediate
2213,18,none
2213,20,none
2213,11,none
2214,13,beginner
2214,12,beginner
2214,18,none
2215,145,none
2215,141,beginner
2215,142,none
2216,68,none
2217,66,intermediate
2218,42,none
2218,38,advanced
2218,44,beginner
2219,48,none
2219,53,none
2219,49,none
2220,38,none
2220,42,intermediate
2220,43,intermediate
2221,53,none
2221,48,beginner
2221,49,none
2222,48,beginner
2222,53,beginner
2222,49,none
2223,2,intermediate
2223,1,intermediate
2224,1,advanced
2225,1,intermediate
2225,2,none
2226,24,none
2226,25,none
2226,28,none
2227,73,none
2227,71,beginner
2227,72,none
2228,88,none
2228,86,none
2228,85,none
2229,72,beginner
2229,71,beginner
2229,73,none
2230,88,intermediate
2230,81,beginner
2230,86,none
2231,65,none
2231,66,intermediate
2231,70,advanced
2232,47,none
2232,42,none
2232,37,advanced
2233,10,beginner
2233,18,intermediate
2233,11,none
2234,37,none
2234,38,beginner
2234,42,intermediate
2235,123,intermediate
2235,120,none
2235,121,beginner
2236,123,none
2236,121,intermediate
2236,120,none
2237,120,none
2237,123,beginner
2237,121,beginner
2238,121,intermediate
2238,123,beginner
2238,120,none
2239,49,none
2239,55,none
2239,54,beginner
2240,37,beginner
2240,44,none
2240,39,none
2241,54,beginner
2241,51,none
2241,48,beginner
2242,13,none
2242,10,none
2242,11,intermediate
2243,48,beginner
2243,51,beginner
2243,54,none
2244,48,none
2244,51,beginner
2244,54,none
2245,145,beginner
2245,141,beginner
2245,143,beginner
2246,135,beginner
2246,136,intermediate
2246,140,intermediate
2247,140,none
2247,136,none
2247,135,none
2248,140,intermediate
2248,136,none
2248,135,none
2249,131,none
2249,128,advanced
2249,129,beginner
2250,41,none
2250,42,none
2251,25,none
2251,24,none
2251,27,beginner
2252,13,beginner
2252,17,advanced
2252,10,none
2253,41,beginner
2253,42,none
2254,123,beginner
2254,122,none
2254,121,intermediate
2255,121,beginner
2255,122,advanced
2255,120,beginner
2256,114,none
2256,115,none
2256,111,none
2257,74,beginner
2257,72,none
2257,71,none
2258,78,beginner
2258,79,none
2258,80,none
2259,99,beginner
2259,96,none
2259,103,intermediate
2260,103,beginner
2260,96,none
2260,99,none
2261,54,none
2261,50,beginner
2261,48,intermediate
2262,15,intermediate
2262,13,beginner
2263,56,beginner
2263,54,beginner
2263,49,advanced
2264,146,beginner
2264,147,none
2264,149,none
2265,60,intermediate
2265,61,none
2265,64,none
2266,60,intermediate
2266,57,beginner
2266,64,none
2267,148,none
2267,149,none
2267,146,none
2268,153,none
2268,150,beginner
2268,151,none
2269,146,beginner
2269,149,intermediate
2269,148,intermediate
2270,148,none
2270,149,beginner
2270,146,none
2271,140,beginner
2271,136,intermediate
2271,135,none
2272,140,beginner
2272,135,beginner
2272,138,beginner
2273,110,beginner
2273,112,beginner
2273,114,beginner
2274,121,beginner
2274,123,beginner
2274,122,beginner
2275,121,none
2275,123,beginner
2275,122,beginner
2276,52,beginner
2276,54,intermediate
2277,52,beginner
2277,54,advanced
2278,106,beginner
2278,108,beginner
2278,104,none
2279,118,advanced
2279,117,intermediate
2279,116,beginner
2280,48,none
2280,56,none
2280,55,none
2281,24,beginner
2281,23,beginner
2281,25,intermediate
2282,25,none
2282,26,none
2282,24,beginner
2283,29,none
2283,32,intermediate
2283,33,none
2284,91,none
2284,95,none
2284,89,advanced
2285,91,beginner
2285,95,beginner
2285,94,none
2286,95,beginner
2286,89,none
2286,94,beginner
2287,84,none
2287,86,none
2287,85,none
2288,88,none
2288,85,intermediate
2288,86,none
2289,95,none
2289,89,beginner
2289,92,beginner
2290,89,beginner
2290,94,none
2290,95,beginner
2291,89,none
2291,94,none
2291,95,beginner
2292,73,advanced
2292,74,none
2292,71,intermediate
2293,1,beginner
2293,3,intermediate
2293,4,beginner
2294,1,beginner
2294,4,none
2294,3,none
2295,128,beginner
2295,131,none
2295,134,none
2296,151,none
2296,154,none
2296,153,none
2297,154,none
2297,151,none
2297,153,none
2298,128,none
2298,131,advanced
2298,132,none
2299,128,none
2299,133,beginner
2300,142,beginner
2300,144,advanced
2301,138,beginner
2301,135,intermediate
2301,137,beginner
2302,142,beginner
2302,144,intermediate
2303,146,none
2303,148,beginner
2303,149,beginner
2304,154,beginner
2304,153,none
2304,151,intermediate
2305,151,intermediate
2305,153,beginner
2305,154,none
2306,122,none
2306,121,none
2306,123,intermediate
2307,117,beginner
2307,116,none
2307,119,none
2308,122,intermediate
2308,121,none
2308,123,beginner
2309,116,beginner
2309,118,beginner
2309,119,none
2310,118,none
2310,116,none
2310,119,beginner
2311,118,none
2311,117,beginner
2311,119,beginner
2312,61,beginner
2312,59,beginner
2312,58,intermediate
2313,80,beginner
2313,79,beginner
2314,79,none
2314,80,beginner
2315,89,none
2315,90,none
2315,94,none
2316,94,beginner
2316,90,intermediate
2316,89,beginner
2317,76,beginner
2317,80,advanced
2317,77,none
2318,15,beginner
2318,14,none
2318,11,intermediate
2319,42,none
2319,40,intermediate
2320,56,none
2320,49,intermediate
2320,53,beginner
2321,53,advanced
2321,49,intermediate
2321,56,none
2322,42,none
2322,40,beginner
2323,121,none
2323,122,none
2323,123,advanced
2324,121,none
2324,123,beginner
2324,122,intermediate
2325,114,none
2325,113,beginner
2325,111,beginner
2326,113,none
2326,111,intermediate
2326,114,none
2327,101,none
2327,99,none
2327,97,beginner
2328,41,intermediate
2328,38,none
2328,44,none
2329,38,beginner
2329,44,none
2329,41,none
2330,86,none
2330,84,intermediate
2330,81,none
2331,86,beginner
2331,85,beginner
2331,84,intermediate
2332,75,beginner
2332,71,beginner
2332,74,none
2333,8,none
2333,1,intermediate
2333,4,beginner
2334,49,beginner
2334,53,none
2334,52,none
2335,76,none
2335,77,advanced
2335,78,none
2336,80,beginner
2336,77,intermediate
2336,76,intermediate
2337,77,none
2337,76,none
2337,80,intermediate
2338,95,none
2338,94,advanced
2338,91,advanced
2339,114,none
2339,111,beginner
2339,112,none
2340,110,advanced
2340,111,intermediate
2340,114,none
2341,32,intermediate
2341,31,beginner
2341,35,beginner
2342,55,none
2342,49,beginner
2342,56,none
2343,31,beginner
2343,29,beginner
2343,35,beginner
2344,122,none
2344,120,none
2344,123,beginner
2345,123,none
2345,121,beginner
2345,120,none
2346,123,advanced
2346,122,none
2346,121,beginner
2347,122,beginner
2347,123,beginner
2347,121,none
2348,94,none
2348,92,none
2348,89,intermediate
2349,85,beginner
2349,87,none
2349,81,beginner
2350,92,beginner
2350,89,beginner
2350,94,none
2351,89,none
2351,94,none
2351,92,none
2352,85,none
2352,87,beginner
2352,86,none
2353,93,beginner
2353,95,beginner
2353,89,none
2354,145,none
2354,142,none
2354,141,advanced
2355,134,intermediate
2355,128,none
2355,130,intermediate
2356,131,none
2356,128,beginner
2356,134,none
2357,142,none
2357,141,intermediate
2357,145,none
2358,141,beginner
2358,145,intermediate
2358,142,none
2359,86,none
2359,85,advanced
2359,84,intermediate
2360,96,none
2360,103,none
2360,98,intermediate
2361,71,beginner
2361,72,none
2361,75,none
2362,84,intermediate
2362,86,none
2362,88,intermediate
2363,142,beginner
2363,143,none
2363,141,none
2364,154,intermediate
2364,151,intermediate
2364,152,beginner
2365,142,advanced
2365,141,intermediate
2365,143,none
2366,140,none
2366,135,none
2366,136,beginner
2367,4,none
2367,5,beginner
2367,3,none
2368,4,none
2368,5,beginner
2368,3,none
2369,23,intermediate
2369,22,intermediate
2369,25,advanced
2370,1,none
2370,3,beginner
2370,5,none
2371,29,beginner
2371,34,none
2371,32,none
2372,31,beginner
2372,29,none
2372,34,beginner
2373,36,beginner
2373,40,none
2373,45,none
2374,36,beginner
2374,45,none
2374,40,beginner
2375,69,none
2375,67,none
2375,65,none
2376,58,beginner
2376,60,none
2376,59,none
2377,117,beginner
2377,116,none
2377,118,intermediate
2378,24,none
2378,25,beginner
2378,27,advanced
2379,39,intermediate
2379,38,intermediate
2380,5,none
2380,7,intermediate
2380,3,none
2381,39,none
2381,38,beginner
2382,28,beginner
2382,24,intermediate
2383,31,beginner
2383,33,intermediate
2383,32,intermediate
2384,24,beginner
2384,28,none
2385,120,beginner
2385,123,beginner
2386,128,beginner
2387,133,beginner
2387,128,beginner
2388,80,intermediate
2388,77,none
2388,76,beginner
2389,37,none
2389,43,advanced
2389,44,none
2390,25,none
2390,27,none
2391,3,advanced
2391,1,none
2391,9,none
2392,127,none
2392,126,none
2392,124,none
2393,109,beginner
2393,104,beginner
2393,106,none
2394,124,none
2394,126,none
2394,127,none
2395,37,beginner
2395,41,none
2395,38,advanced
2396,3,intermediate
2396,1,intermediate
2396,5,beginner
2397,4,beginner
2397,5,advanced
2397,1,none
2398,5,intermediate
2398,1,none
2398,4,beginner
2399,5,beginner
2399,3,beginner
2399,1,none
2400,40,none
2400,36,none
2400,42,intermediate
2401,29,beginner
2401,33,beginner
2401,31,none
2402,42,intermediate
2402,36,beginner
2402,40,none
2403,42,none
2403,36,beginner
2403,40,beginner
2404,31,beginner
2404,33,beginner
2404,32,beginner
2405,51,beginner
2405,54,beginner
2406,95,advanced
2407,100,intermediate
2408,76,none
2408,79,beginner
2408,80,none
2409,79,advanced
2409,76,none
2409,80,none
2410,143,beginner
2411,31,none
2411,34,none
2411,33,beginner
2412,34,none
2412,33,beginner
2412,31,none
2413,26,none
2413,24,none
2413,25,beginner
2414,25,beginner
2414,24,none
2414,26,intermediate
2415,29,none
2415,34,intermediate
2415,33,none
2416,84,beginner
2416,81,intermediate
2416,86,beginner
2417,74,none
2417,73,none
2418,65,advanced
2418,66,beginner
2418,70,beginner
2419,7,beginner
2419,3,none
2419,6,none
2420,23,beginner
2420,25,none
2420,27,none
2421,6,beginner
2421,7,none
2421,3,intermediate
2422,3,none
2422,6,none
2422,7,none
2423,83,none
2423,85,beginner
2424,59,none
2424,60,beginner
2424,57,intermediate
2425,83,none
2425,85,none
2426,68,beginner
2427,84,none
2427,88,beginner
2427,86,none
2428,85,intermediate
2428,88,beginner
2428,84,beginner
2429,70,none
2429,67,intermediate
2429,66,none
2430,114,none
2430,110,beginner
2430,111,none
2431,114,intermediate
2431,113,advanced
2431,111,intermediate
2432,123,beginner
2432,122,beginner
2432,121,beginner
2433,121,beginner
2433,123,none
2433,122,none
2434,121,none
2434,120,advanced
2434,122,beginner
2435,108,none
2435,106,intermediate
2436,120,beginner
2436,122,none
2436,123,none
2437,108,none
2437,106,beginner
2438,3,intermediate
2438,9,beginner
2438,1,advanced
2439,24,none
2439,23,none
2439,28,beginner
2440,9,none
2440,1,none
2440,8,none
2441,54,none
2441,50,beginner
2441,53,none
2442,46,beginner
2443,50,none
2443,54,none
2443,48,intermediate
2444,38,none
2444,43,intermediate
2444,44,none
2445,37,none
2445,43,beginner
2445,41,none
2446,35,beginner
2446,32,none
2447,44,none
2447,41,none
2447,37,beginner
2448,36,none
2448,42,intermediate
2448,39,none
2449,39,none
2449,36,none
2449,42,none
2450,52,none
2450,49,beginner
2450,56,advanced
2451,39,beginner
2451,36,advanced
2451,42,beginner
2452,19,none
2452,11,none
2452,10,beginner
2453,112,none
2453,110,none
2453,114,advanced
2454,104,advanced
2454,109,intermediate
2454,105,none
2455,105,none
2455,109,beginner
2455,104,none
2456,154,advanced
2456,151,beginner
2456,150,none
2457,146,none
2457,149,beginner
2457,148,intermediate
2458,142,intermediate
2458,141,beginner
2458,144,beginner
2459,31,intermediate
2459,33,none
2459,29,none
2460,31,beginner
2460,29,none
2460,33,beginner
2461,51,beginner
2462,73,intermediate
2462,75,none
2462,71,none
2463,105,beginner
2463,104,none
2463,106,beginner
2464,106,advanced
2464,104,none
2464,105,beginner
2465,113,none
2465,114,beginner
2465,110,beginner
2466,13,intermediate
2466,18,none
2466,20,beginner
2467,24,intermediate
2467,27,beginner
2467,23,none
2468,14,none
2468,11,beginner
2468,12,none
2469,1,beginner
2469,7,beginner
2469,5,none
2470,10,beginner
2470,11,none
2470,12,none
2471,12,advanced
2471,10,beginner
2471,14,beginner
2472,98,beginner
2472,96,beginner
2472,103,beginner
2473,9,beginner
2473,5,none
2473,1,beginner
2474,52,none
2474,51,none
2474,56,none
2475,117,advanced
2475,118,none
2475,119,none
2476,125,beginner
2476,126,beginner
2476,127,none
2477,109,none
2477,106,advanced
2477,104,beginner
2478,118,none
2478,116,none
2478,119,none
2479,105,beginner
2479,109,intermediate
2479,106,intermediate
2480,1,beginner
2480,3,beginner
2480,8,beginner
2481,26,none
2481,23,none
2482,33,advanced
2482,32,none
2482,34,intermediate
2483,116,none
2483,119,none
2483,117,none
2484,108,beginner
2484,106,beginner
2484,107,advanced
2485,117,none
2485,116,intermediate
2485,119,none
2486,53,beginner
2486,54,beginner
2486,56,beginner
2487,53,beginner
2487,54,beginner
2487,56,none
2488,56,none
2488,53,beginner
2488,54,none
2489,96,beginner
2489,98,none
2490,66,beginner
2490,89,beginner
2491,93,none
2491,95,beginner
2491,89,none
2492,122,intermediate
2493,123,beginner
2493,122,none
2494,123,intermediate
2495,48,beginner
2495,49,none
2495,51,advanced
2496,25,intermediate
2496,22,beginner
2496,28,none
2497,23,none
2497,28,none
2497,25,beginner
2498,51,none
2498,48,advanced
2498,54,beginner
2499,49,none
2499,48,none
2499,54,intermediate
2500,28,intermediate
2500,23,beginner
2500,24,beginner
2501,82,intermediate
2501,88,none
2501,86,beginner
2502,84,beginner
2502,82,none
2502,86,intermediate
2503,97,none
2503,96,intermediate
2503,103,beginner
2504,76,intermediate
2504,79,beginner
2505,89,beginner
2505,94,beginner
2505,95,beginner
2506,85,advanced
2506,83,advanced
2507,80,none
2507,76,beginner
2507,79,none
2508,79,advanced
2508,80,none
2508,76,none
2509,94,beginner
2509,89,none
2509,93,beginner
2510,80,advanced
2510,79,none
2510,76,beginner
2511,80,none
2511,79,beginner
2511,76,intermediate
2512,8,none
2512,9,none
2512,5,beginner
2513,29,beginner
2513,32,beginner
2514,122,none
2514,123,beginner
2514,120,intermediate
2515,124,intermediate
2515,126,beginner
2516,124,beginner
2517,8,none
2517,1,none
2517,7,none
2518,5,beginner
2518,1,beginner
2518,7,none
2519,1,none
2519,7,beginner
2519,5,beginner
2520,81,intermediate
2520,87,none
2520,84,beginner
2521,81,beginner
2521,87,none
2521,85,beginner
2522,60,beginner
2522,64,advanced
2523,60,beginner
2523,64,none
2524,134,advanced
2524,131,none
2524,132,none
2525,31,none
2525,34,none
2525,33,beginner
2526,26,beginner
2526,24,beginner
2526,23,beginner
2527,25,beginner
2527,24,none
2527,26,beginner
